GA4 & Tag Manager Consultant,Hourly: $10-$25,N/A,"Marketing Analytics
Google Analytics
Google Tag Manager
Google Ads",N/A
AI/ML Engineer - Fine-tuning Llama 2 for Q&A and Retrieval,Fixed-price,N/A,"Machine Learning
TensorFlow
Python
Deep Learning
Artificial Intelligence",N/A
Data Labeling - single bounding box per image - 300 images,Hourly,N/A,"Data Labeling
Data Annotation",N/A
Grocery stores product price and attribute web scrape,Fixed-price,N/A,"Data Extraction
Data Entry
Web Scraping
Microsoft Excel",N/A
Indeed job search scraping,Fixed-price,N/A,"Data Scraping
Data Entry
Data Mining
List Building",N/A
Google Analytics (GA4) Help,Hourly: $75-$200,N/A,"Data Analysis
Google Analytics
Google Tag Manager
Google Ads",N/A
Interactive Visual Representation,Fixed-price,N/A,"Data Visualization
Google Sheets
Interaction Design
Python
Web Design
Visual Communication
Squarespace",N/A
API to identify food in images+text and grade according to diet,Hourly: $25-$60,N/A,"Java
Python
Azure Machine Learning
Machine Learning Model
Amazon SageMaker
Natural Language Processing
Machine Learning
API Development
Amazon API Gateway",N/A
ASCII File to Excel Spreadsheet,Hourly: $50-$75,N/A,"Data Extraction
Python
SQL
Microsoft Excel
C++",N/A
Custom Persona Designer & Trainer for GPT Models,Hourly: $5-$20,N/A,"Data Analysis
Model Optimization
Model Tuning
Recommendation System
Chatbot
ChatGPT
Machine Learning",N/A
Generate a candlestick chart with python,Fixed-price,N/A,"Data Visualization
Data Scraping
Data Science
Python
JavaScript
Microsoft Excel
API
HTML
Machine Learning",N/A
Categorizing Medtech Company Activity,Hourly,N/A,"Data Entry
Content Analysis
Critical Thinking Skills
Information Literacy",N/A
Develop an AI-based API,Fixed-price,N/A,"Machine Learning Model
API
Artificial Intelligence
Machine Learning",N/A
Set Up UTM tags so we can measure all our marketing efforts,Fixed-price,N/A,"Data Analytics
Operations Analytics
Marketing Analytics
Growth Analytics
Business Intelligence
Funnel Testing
Google Analytics
Google Tag Manager",N/A
Data Mining and Entry,Hourly: $4-$6,N/A,"Data Mining
Data Entry
Online Research
Microsoft Excel",N/A
Create spreadsheet to execute arbitrage trades from various brokers,Fixed-price,N/A,"Data Entry
Microsoft Excel
Automation
C++
Python
Trading Automation
API
Cryptocurrency",N/A
"Google Tag Manager (GTM), Google Analytics (GA4) developer/engineer with an ecommerce focus.",Fixed-price,N/A,"Google Analytics
Google Tag Manager
Google Ads
JavaScript
Ecommerce",N/A
Ecommerce data analyst,Hourly: $40-$75,N/A,"Data Analysis
Data Visualization
Growth Analytics
Marketing Analytics
Google Analytics
Shopify
Microsoft Excel",N/A
Create a data scraping script for bank account,Fixed-price,N/A,"Data Scraping
SQL
Python
Java",N/A
Data Analyst - Dashboard Development,Hourly: $17-$50,N/A,"Data Analysis
Data Visualization
Big Data
Looker
Microsoft Excel
Tableau
Python
Business Intelligence
Looker Studio
Analytics",N/A
Scraper need in a continuous basis,Hourly: $10-$17,N/A,"Data Scraping
Data Mining
API Integration
Beautiful Soup
Web Scraping
Selenium
Python
JavaScript
Scrapy
Microsoft Excel",N/A
Data scraper (for newsletter owners),Hourly,N/A,"Data Scraping
Data Entry
Lead Generation
List Building
Market Research",N/A
Tableau Developer,Hourly: $15-$40,N/A,"Data Visualization
Data Analysis
Data Modeling
Data Science
Tableau
Business Intelligence
SQL",N/A
Airflow poc with terraform - convert existing step functions to airflow ..,Fixed-price,N/A,"Python
CI/CD",N/A
Mixpanel implementation,Hourly: $40-$75,N/A,"Mixpanel
Google Analytics
Google Tag Manager
Web Analytics
Marketing Analytics
Vue.js
Hotjar",N/A
Full Time Remote Senior Data Engineer,Hourly: $15-$20,N/A,"Data Science
Big Data
Python
SQL
ETL Pipeline",N/A
Extract data from multiple directory websites and put into Google Sheet,Hourly: $8-$20,N/A,"Data Scraping
Data Extraction
Google Docs
Google Sheets",N/A
AI Production Payment Face Brushing Expert,Fixed-price,N/A,"Adobe Illustrator
Adobe Photoshop
Graphic Design
Artificial Intelligence
Python",N/A
Excel Sheet and Dashboard Builder,Hourly: $20-$50,N/A,"Data Entry
Microsoft Excel
Visual Basic for Applications",N/A
Data Scraping and Formatting,Hourly: $8-$20,N/A,"Data Extraction
Data Scraping
Web Scraping
Microsoft Excel",N/A
Data Mining,Hourly: $6-$10,N/A,"Data Mining
Data Entry
Data Access Layer
Lead Generation
RapidMiner",N/A
Python Scrapper - Financial Data,Fixed-price,N/A,"Data Scraping
Data Mining
Data Extraction
Selenium
Web Scraping
Python
Scrapy
Python Script
Web Crawling
pandas",N/A
AI bot for cold calling,Hourly: $35-$70,N/A,"OpenAI Embeddings
AI Bot
AI Chatbot",N/A
GA4 Optimization,Fixed-price,N/A,"Google Analytics
JavaScript
Analytics & Tracking Setup
Website Traffic Report
Web Traffic Optimization
Site Tracking Evaluation",N/A
"AI Data Specialist for Client Support, Proposal Generation, and Content Creation",Hourly,N/A,"AI Chatbot
AI Content Creation
AI-Enhanced Classification
Conversational AI
Generative AI",N/A
Excel Genius For Pivot Tables,Hourly: $40-$75,N/A,"Data Analysis
Presentations
Microsoft Excel PowerPivot
Microsoft Excel
VLOOKUP",N/A
Need data consult on standardizing data in a database,Hourly: $40-$100,N/A,"Data Analytics
Product Analytics
Report
Business Intelligence
SQL",N/A
Using Python for Data Analysis in Football (Soccer): Performance Evaluation and Reporting,Hourly: $10-$70,N/A,"Data Analysis
Data Analytics
Data Visualization
Python
Tutoring
Statistics",N/A
I want chatbot which should analyze the 100+ pdfs which i uploaded and give answer to my question,Fixed-price,N/A,"Chatbot
Machine Learning
Artificial Neural Network
Python",N/A
Arabic Dashboard through excel file,Fixed-price,N/A,"Data Visualization
Dashboard
Presentations
Microsoft Excel
Arabic",N/A
Advanced Multimodel Multimedia AI Chatbot/Agent Development,Fixed-price,N/A,"Machine Learning Model
Artificial Intelligence
Chatbot Development
Machine Learning
Bot Development
Natural Language Processing",N/A
Excel Expert for Database Organization and Automatic Analysis Template,Hourly: $10-$15,N/A,"Data Entry
Microsoft Excel
Visual Basic for Applications
Spreadsheet Software",N/A
Data mining/Lead gen. Need email list to owners of spray foam insulation companies in US.,Fixed-price,N/A,"Data Scraping
Data Mining
List Building
Lead Generation",N/A
Need research paper writer in the field of AI,Fixed-price,N/A,"Data Science
Writing
Academic Writing
Research Papers
Content Writing
Article Writing
Python
MATLAB
Artificial Intelligence
Deep Learning
Machine Learning
Computer Vision",N/A
Create basic ETL to transform existing database data into target database,Hourly: $15-$40,N/A,ETL,N/A
Digital Product Manager - Telehealth Startup,Hourly,N/A,"A/B Testing
Conversion Rate Optimization
Funnel Testing
Hypothesis Testing
Google Analytics
Product Management",N/A
"Data analyst w/ expert-level SQL, Mode, Redshift knowledge",Hourly: $25-$75,N/A,"SQL
Mode Analytics
Amazon Redshift",N/A
Data Scrape on Whova App for Event,Fixed-price,N/A,Data Scraping,N/A
Build a data scraper,Hourly: $25-$65,N/A,"Data Scraping
Data Mining
Python
Scrapy",N/A
Full Stack Developer (Node.js/React) - 1 year Full-time project,Fixed-price,N/A,"React
PHP
JavaScript
HTML
CSS
Web Application
API
Software Development",N/A
Python Function: Map Beautiful Soup/Requests command with raw html to be extracted,Fixed-price,N/A,"Data Scraping
Python
HTML",N/A
Get a mask from images for neck + face + hair,Fixed-price,N/A,"Python
Machine Learning
Feature Extraction
Generative Model",N/A
Increase the accuracy of football prediction,Fixed-price,N/A,"Data Science
Data Analysis
Deep Neural Network
Python
Neural Network
Football
Statistics
Machine Learning
Deep Learning",N/A
Looking for an expert to help us with the Google Analytics Data API,Fixed-price,N/A,"Data Analysis
Google Analytics",N/A
BrowseAI Robot Builder and Salesforce Data Entry,Hourly,N/A,"Data Entry
Data Scraping
Salesforce CRM
HTML",N/A
Sales Analyst for Comprehensive Client Reporting (weekly presentation creation),Hourly: $10-$20,N/A,"Data Analysis
Data Visualization
Data Entry
Google Analytics
Campaign Reporting
Sales Presentation
Internal Reporting
Sales Analytics
Presentations",N/A
Expert Google Analytics Dashboard Developer for Sales Agency,Fixed-price,N/A,"Data Analysis
Data Visualization
Dashboard
Google Sheets
Google Analytics
Microsoft Excel
Analytics
Looker Studio",N/A
Parsing/Cleaning of Glossy Public Company Investor Presentations for AI Model Embedding,Hourly: $3-$12,N/A,"Data Extraction
Data Scraping
Data Entry
Data Mining
Machine Learning",N/A
I need ML and computer vision expert.,Fixed-price,N/A,"Machine Learning
Python
Computer Vision
Deep Learning
Artificial Intelligence
TensorFlow",N/A
Need Machine learning engineer for healthcare data exploration and building models,Hourly: $20-$25,N/A,"Databricks MLflow
Databricks Platform
Machine Learning",N/A
Web scraper pytrends,Hourly: $3-$10,N/A,N/A,N/A
Python Developer for AI-enabled EdTech Platform,Hourly: $35-$60,N/A,"Python
PostgreSQL
FastAPI
Azure App Service",N/A
SPSS Data Analysis for Dissertation,Hourly: $17-$50,N/A,"Data Analysis
IBM SPSS
Statistics
Quantitative Analysis",N/A
Microarray genotype paternity test,Hourly,N/A,"Bioinformatics
Biology
Genetics
Python
R",N/A
Web scraping,Fixed-price,N/A,"Data Scraping
Data Mining
Web Crawling
Python",N/A
Full Stack Engineer,Hourly: $20-$50,N/A,"TypeScript
AWS Amplify
Web Application
Business with 10-99 Employees
React
Python",N/A
Transfer learning based RNN model development,Hourly: $35-$70,N/A,"Data Science
Machine Learning Model
Model Optimization
Model Tuning
Python
Machine Learning
Keras
Artificial Neural Network
Neural Network",N/A
Azure Databricks Consultant - Distributed Computing and Python Optimization,Hourly: $55-$110,N/A,"Databricks Platform
Databricks MLflow
Python
Microsoft Azure
Machine Learning
Distributed Computing
Multithreaded, Parallel, & Distributed Programming Language",N/A
AI / ML Specialist needed to build LLM,Hourly: $17-$100,N/A,"Machine Learning
Artificial Intelligence
Natural Language Processing",N/A
Meditation / visualization app tester,Fixed-price,N/A,"Meditation
Visualization",N/A
Problem with stata_urgent,Fixed-price,N/A,"Stata
Statistics
Econometrics",N/A
On Premises Elasticsearch and Kibana,Hourly,N/A,"Elasticsearch
Kibana
ELK Stack",N/A
Google Sheets and Automation-Integrations VA,Hourly: $4-$12,N/A,"Data Entry
Digital Marketing
File Maintenance
File Management
Microsoft Excel
Administrative Support
Google Sheets
Google Sheets Automation
Integromat
Automation",N/A
Financial market analysis,Hourly: $15-$40,N/A,"Data Visualization
Digital Mapping
Presentations
Looker Studio
Plotly
QlikView
GoodData
Chartio
Financial Analysis
Microsoft Excel",N/A
Game Analysis and Statistics Tool,Fixed-price,N/A,"Data Analysis
Statistics
Python
R
Mathematics",N/A
Google Analytics GA4 Expert,Hourly: $50-$70,N/A,"Data Analysis
Google Analytics
Google Tag Manager
Google Ads",N/A
GCP Data Engineer,Fixed-price,N/A,"Data Processing
Python
SQL
Google Cloud Platform
BigQuery
PostgreSQL
pandas
CI/CD",N/A
Assistance Required for LibreOffice Calc Assignment from Excel Workbook,Hourly: $10-$20,N/A,"LibreOffice
LibreOffice Calc
Microsoft Excel",N/A
"Data extractor, leads generator",Hourly: $4-$7,N/A,"Data Scraping
Data Mining
Lead Generation",N/A
Llama.cpp scaling solution,Fixed-price,N/A,"Conversational AI
LLaMA",N/A
Full stack engineer with Generative AI / LLM experience,Fixed-price,N/A,"Generative AI
Large Language Model
Prompt Engineering
React
Node.js
Amazon Web Services
Vector Embedding",N/A
Create Meltano Loader for Apache Iceberg,Fixed-price,N/A,"Data Engineering
Data Integration
ETL Pipeline
Amazon S3",N/A
Web Scraping for Company Details (List provided),Fixed-price,N/A,"Data Scraping
Data Entry
Data Mining
Microsoft Excel
Online Research
List Building
Company Research
Web Crawling",N/A
Need help to get our data to Klipfolio from Stripe,Hourly: $8-$12,N/A,"Stripe
Klipfolio",N/A
Head of CRO - Conversion Rate Optimization,Hourly: $40-$75,N/A,"Funnel Testing
Google Analytics
Conversion Rate Optimization
A/B Testing
Landing Page",N/A
Python webscraping + import job,Fixed-price,N/A,"Data Scraping
Python
Web Crawling
Microsoft Excel",N/A
help with image processing AI,Hourly: $17-$41,N/A,"Deep Learning
Computer Vision
TensorFlow
Python
Image Processing",N/A
PDF Invoice Data Extraction and Comparison Web App Development,Fixed-price,N/A,"Data Scraping
Data Extraction
OCR Algorithm
OCR Software
GPT-4
Web Development",N/A
LinkedIn data scraper,Hourly,N/A,"Data Scraping
Data Entry
Data Mining
LinkedIn",N/A
E-commerce Sales History Analyst,Fixed-price,N/A,"Data Entry
Microsoft Excel
Content Writing",N/A
Strategic Data Analyst for Website Audit,Hourly: $50-$80,N/A,"Marketing Analytics
Report
Presentations
Google Analytics
Web Design",N/A
prompt Engineering,Hourly: $40-$75,N/A,"Python
ChatGPT API Integration
ChatGPT Prompt",N/A
BI expert to turn text data into a report,Hourly: $35-$60,N/A,"Data Visualization
Microsoft Power BI",N/A
Data Scraping Required,Fixed-price,N/A,"Data Scraping
Data Extraction
Data Mining
Data Entry
Microsoft Excel
Python
Lead Generation",N/A
Data Scraping,Fixed-price,N/A,"Data Scraping
Data Mining
Data Extraction
Scrapy",N/A
Google Maps Post Code Data Scrape And Output,Hourly: $10-$15,N/A,"Data Scraping
Python
PHP
Scrapy",N/A
Data scrapping,Hourly: $8-$25,N/A,"Data Scraping
Data Extraction
Python",N/A
Healthcare Data Scientist Consultant,Hourly: $40-$50,N/A,"Big Data
SQL
Customer Service Analytics
Growth Analytics
Sales Analytics
Operations Analytics
R
Python
Machine Learning
Epic Systems Medical Software",N/A
Generate a treemap chart with Python,Fixed-price,N/A,"Data Visualization
Python",N/A
Indicizzazione e interrogazione con I.A. del nostro archivio PDF,Hourly,N/A,"AI Chatbot
Python
ChatGPT
Generative AI
Database Integration
Elasticsearch",N/A
Data scraping for globle eyewear industrial report,Fixed-price,N/A,"Data Scraping
Market Research",N/A
Looking for webcrawling or scaping services,Hourly: $10-$15,N/A,"Data Scraping
Data Science
Data Analysis",N/A
Botpress - Recruiting Template Needed,Hourly,N/A,Generative AI,N/A
Remote Part-Time Lead Data Scientist (AI),Hourly: $20-$50,N/A,"Data Science
Python
Machine Learning
Artificial Intelligence",N/A
Remote Full-Time Lead Data Scientist (AI),Hourly: $20-$50,N/A,"Data Science
Python
Machine Learning
Artificial Intelligence",N/A
Data Analytics and Deep Learning Project,Hourly,N/A,"Data Science
Python
Machine Learning
TensorFlow
Deep Learning",N/A
Google Analytics Review and Advanced Setup,Fixed-price,N/A,"Data Analytics
Data Analysis
Growth Analytics
Marketing Analytics
Sales Analytics
Dashboard
Statistical Analysis
Google Analytics
Analytics",N/A
"Adobe In-Design / Acrobat, Data Merging of Variable Fields",Hourly: $50-$90,N/A,"Data Integration
Adobe Acrobat
PDF
Adobe InDesign",N/A
GA4 Conversion Tracking - GA4 / Google Tag Manager / Google Ads / Social Conversions,Hourly: $18-$60,N/A,"Google Tag Manager
Google Analytics",N/A
Google Analytics Pro Need ASAP,Hourly,N/A,"Data Analytics
Data Analysis
Marketing Analytics
Dashboard
Google Analytics
Google Tag Manager",N/A
Live scraper,Hourly: $7-$21,N/A,"Data Scraping
Data Mining
Python
Web Crawling",N/A
Looking for webcrawling or scaping services,Hourly: $10-$15,N/A,"Data Scraping
Data Science
Data Analysis",N/A
Botpress - Recruiting Template Needed,Hourly,N/A,Generative AI,N/A
Remote Part-Time Lead Data Scientist (AI),Hourly: $20-$50,N/A,"Data Science
Python
Machine Learning
Artificial Intelligence",N/A
Remote Full-Time Lead Data Scientist (AI),Hourly: $20-$50,N/A,"Data Science
Python
Machine Learning
Artificial Intelligence",N/A
Data Analytics and Deep Learning Project,Hourly,N/A,"Data Science
Python
Machine Learning
TensorFlow
Deep Learning",N/A
Google Analytics Review and Advanced Setup,Fixed-price,N/A,"Data Analytics
Data Analysis
Growth Analytics
Marketing Analytics
Sales Analytics
Dashboard
Statistical Analysis
Google Analytics
Analytics",N/A
"Adobe In-Design / Acrobat, Data Merging of Variable Fields",Hourly: $50-$90,N/A,"Data Integration
Adobe Acrobat
PDF
Adobe InDesign",N/A
GA4 Conversion Tracking - GA4 / Google Tag Manager / Google Ads / Social Conversions,Hourly: $18-$60,N/A,"Google Tag Manager
Google Analytics",N/A
Google Analytics Pro Need ASAP,Hourly,N/A,"Data Analytics
Data Analysis
Marketing Analytics
Dashboard
Google Analytics
Google Tag Manager",N/A
Live scraper,Hourly: $7-$21,N/A,"Data Scraping
Data Mining
Python
Web Crawling",N/A
Job Title,Job Type,experienceLevel,job skills,Hours Needed
Silicon/Rubber Mold Designer and 3D Modeler,Hourly,N/A,"3D Design
Printable 3D Models
Product Design",N/A
Creative writer to interview and create executive summary on my company for interested investors,Hourly: $65-$110,N/A,"English
Content Writing
Executive Summary",N/A
AWS Server Expert (3-Month Engagement) with Potential for Full-Time Role,Hourly: $10-$18,N/A,"CentOS
Linux
System Monitoring
Amazon Web Services
Amazon S3
Network Security
Network Administration
System Administration
Linux System Administration
AWS CloudFront",N/A
Copywriter & Marketing,Hourly: $10-$30,N/A,"Sales & Marketing Collateral
Copywriting
Content Writing
Creative Writing",N/A
ChatDev Software Developer Expert,Hourly: $25-$50,N/A,"API Integration
Database Development
Google Analytics
API",N/A
App Creator for Website Conversion,Hourly,N/A,Web Development,N/A
Build a website with whatsapp chat option,Fixed-price,N/A,"WordPress
Web Development
Web Design
JavaScript
PHP
HTML5
CSS",N/A
Social Media Manager & Content Creator,Hourly,N/A,"Social Media Content Creation
Facebook
English
Instagram
Social Media Management",N/A
Job Title,Job Type,experienceLevel,job skills,Hours Needed
"Web Designer WordPress, Divi",Hourly: $10-$25,N/A,"Divi
CMS Development
Theme Development
Website
PHP
WordPress
Web Design
Web Development
HTML
CSS",N/A
Viral Topic Researcher Snapchat,Hourly: $5-$15,N/A,"Social Media Management
Snapchat
TikTok
Media & Entertainment
Social Media Marketing
Marketing Strategy
Lead Generation
TikTok Marketing",N/A
CapCut Template Designer,Fixed-price,N/A,"Social Media Imagery
Brand Identity Design
Sports & Recreation
Graphic Design",N/A
Backend Python Developer for Creating Responsive Weather Maps,Hourly: $30-$70,N/A,"Git
C++
Python
API
C
Data Visualization",N/A
Automation Expert (Make.com),Hourly: $3-$20,N/A,"Google Docs
Integromat
Google Sheets
Google Apps Script
Automation
Dashboard
Data Extraction
Scripting
API Integration",N/A
Drupal Commerce Product Display and Count Modification in the cart and order,Fixed-price,N/A,"PHP
Drupal
JavaScript
Web Development
CSS",N/A
Graphic Designer For Websites,Hourly: $15-$35,N/A,"Landing Page
Adobe XD
Figma
Adobe Photoshop
Graphic Design",N/A
Social Media Manager at Horror Streaming Platform,Hourly,N/A,"Social Media Content Creation
Display Ad
Social Media Carousel
Facebook Advertising
Instagram Story
Social Media Marketing
Social Media Management
Instagram
Content Writing
Facebook",N/A
Short Form Video Content,Fixed-price,N/A,"Video Intro & Outro
Audio Editing
Video Editing
Graphic Design
Video Production
Video Post-Editing",N/A
SEO Link Building for Agency,Fixed-price,N/A,"SEO Backlinking
SEO Keyword Research
Off-Page SEO
Moz
Search Engine Optimization
SEO Performance
Organic Traffic Growth",N/A
Social Media Manager,Hourly: $20-$30,N/A,"TikTok
Social Media Management
Social Media Marketing
Instagram
Content Strategy
Fashion & Apparel",N/A
Admin and Social Media Assistant / Lead Generator,Hourly: $3-$11,N/A,"Social Media Marketing
Communications
Lead Generation
Social Media Management
Administrative Support
Data Entry",N/A
SEO Expert,Hourly,N/A,"SEO Setup & Configuration
SEO Keyword Research
Search Engine Optimization
SEO Backlinking
Organic Traffic Growth
Google Analytics
On-Page SEO
SEO Audit
Off-Page SEO",N/A
Recruiter for Product/Marketing Roles,Hourly: $10-$20,N/A,"Boolean Search
Candidate Management
Recruiting
Sourcing
Candidate Sourcing
LinkedIn Recruiting
Candidate Interviewing",N/A
Technical SEO Specialist,Hourly: $5-$15,N/A,"Technical SEO
Google Search Console
Bing Webmaster Tools
Google Analytics 4",N/A
Short Form Video Creator,Hourly: $3-$10,N/A,"Video Editing
Video Production
Graphic Design
Explainer Video
Video Commercial
Animation",N/A
Content Writer (NIL Expert & College Sports Enthusiast),Hourly: $10-$15,N/A,"Sports Writing
Search Engine Optimization
Article
Blog Content
Sports & Recreation
Sports Journalism
Content Writing
Article Writing
Blog Writing",N/A
SEO Specialist Needed for Company Support,Hourly: $50-$120,N/A,"On-Page SEO
Off-Page SEO
Campaign Reporting
Data Analysis",N/A
Restaurant App with Cryptocurrency Rewards,Hourly: $10-$20,N/A,"iOS
Android
Smartphone
Mobile App Development
User Profile Creation
Chat & Messaging Software
iOS Development
JavaScript
Camera
In-App Purchases
In-App Search
Location-Based Service
Map Integration
Payment Functionality
Review or Feedback Collection
Social Media Account Integration
Proofreading",N/A
A growth strategist needed for a mobile application,Hourly: $70-$95,N/A,"Influencer Marketing
Direct Marketing
Email Marketing
Inbound Marketing
Content Marketing
Marketing Strategy
Social Media Marketing
Content Writing
Lead Generation
Copywriting",N/A
Targeted Facebook Marketing,Hourly,N/A,"Facebook
Facebook Advertising
Social Media Marketing",N/A
Social Media Graphic Artist & Reels Editor,Hourly: $10-$25,N/A,"Custom Graphics
Real Estate
Sales & Marketing
Graphic Design
Video Editing
Social Media Marketing
Social Media Imagery",N/A
Longterm Frontend Developer (NextJs/React) with good knowledge of Linux and Jenkins,Hourly: $3-$5,N/A,"Front-End Development
Web Development
Next.js
Node.js
Sass
CSS 3
LeSS Framework
Git
JavaScript
CSS
Jenkins
HTML
HTML5
Hugo",N/A
Longterm Frontend-Developer with good knowledge of Server/DevOps,Hourly: $3-$5,N/A,"Front-End Development
Web Development
Next.js
Node.js
Sass
CSS 3
LeSS Framework
Git
JavaScript
CSS
Jenkins
HTML
HTML5
Hugo",N/A
Need Wix specialist for quick job (move blog page / fix my header),Hourly: $5-$45,N/A,Wix,N/A
Photoshop Image Touch Ups,Hourly: $5-$15,N/A,"Photo Retouching
Adobe Photoshop
Image Editing
Photo Manipulation
Photo Editing",N/A
Shopify Design Specialist,Hourly,N/A,"Shopify
Web Design
Graphic Design",N/A
Inside Sales,Hourly: $3-$5,N/A,"Outbound Sales
Telemarketing",N/A
Full stack developer for Python and Vue,Hourly: $45-$100,N/A,"Flask
PostgreSQL
Vue.js
Python
FastAPI",N/A
Looking For Writer For YouTube Family Guy List Scripts,Fixed-price,N/A,"Content Writing
Article
English
Blog Writing
Blog Content
Article Writing
Creative Writing
Writing
SEO Writing",N/A
Digital Marketing Strategist,Hourly: $5-$15,N/A,"Search Engine Optimization
Search Engine Marketing
Content Marketing
Retail & Consumer Goods
Advertising Strategy
Marketing Strategy
Social Media Marketing
Internet Marketing
Social Media Management
Campaign Optimization",N/A
Senior UX/UI Designer @ AutomatoAI,Fixed-price,N/A,"Interaction Design
Software Design
Mockup
Prototyping
Landing Page
Usability Testing
User Interface Design
Wireframing",N/A
Full Stack Developer (US Shifts) - Monthly Contract - Only Freelancers No Agencies,Fixed-price,N/A,"AJAX
Microsoft SQL Server
jQuery
MySQL
API Integration
AngularJS
.NET Framework
ASP.NET
Web Application
C#
ASP.NET MVC",N/A
Marketing Campaign Junior - MoEngage | Cairo | On-site only | Full Time,Hourly: $7,N/A,"Social Media Management
A/B Testing
Campaign Management",N/A
Tshirt Graphic Designer,Fixed-price,N/A,"Clothing
Adobe Photoshop
T-Shirt Design
Illustration
Graphic Design
Adobe Illustrator",N/A
Social Media Manager to repurpose existing content,Fixed-price,N/A,"Social Media Strategy
Social Media Management
Facebook
Instagram
Canva
Social Media Marketing
Instagram Story",N/A
Amazon KDP Ads Campaign Manager for Published Books,Fixed-price,N/A,"Campaign Setup
Budget Management
Amazon PPC
Kindle Direct Publishing
Campaign Management
Book Marketing
Marketing Strategy
Campaign Optimization",N/A
Career Consultant / Career Counselor for a Working Professional,Hourly: $60-$100,N/A,"Job Search Strategy
Career Vision Definition
Career Coaching
Resume Development",N/A
"Unique browser fingerprint using also TSL signals, webrtc and more",Fixed-price,N/A,"Golang
NGINX
JavaScript
TypeScript",N/A
E-commerce Video Script Copywriter (Tiktok/Facebook),Hourly: $15-$40,N/A,"Copywriting
Facebook
Social Media Marketing",N/A
Telegram Bot Developer,Fixed-price,N/A,"Automation
API Integration
Data Scraping
Python
Bot Development
API
Telegram API
JavaScript
Chatbot Development",N/A
Etsy and Pinterest Manager,Hourly,N/A,"Pinterest
Etsy Listing
Search Engine Optimization
Social Media Content Creation
Resume Design",N/A
Robotic Process Automation,Hourly,N/A,"Robotic Process Automation
Automation",N/A
Technical Support Specialist with Dev skills,Hourly,N/A,"Technical Support
Online Chat Support
Quality Assurance
Customer Service
Customer Support",N/A
Frontend developer,Fixed-price,N/A,"JavaScript
CSS
HTML
jQuery
Bootstrap",N/A
Video presenter / Talking head person needed to join our team,Hourly: $10-$30,N/A,"Acting
Video Production",N/A
Python Developer with OpenCV and Real-Time Streaming Expertise,Fixed-price,N/A,"Python
OpenCV
Machine Learning
TensorFlow
Computer Vision",N/A
Social Media Management,Hourly: $12-$30,N/A,"Social Media Advertising
Facebook Advertising
Canva
Social Media Management
Facebook
Instagram
Social Media Content Creation
Social Media Strategy
Social Media Content",N/A
Freelance Article Writer with Legal and Accounting Expertise in Portugal,Hourly: $10-$30,N/A,"Content Writing
SEO Writing
Legal Writing
Finance & Accounting
Fact-Checking",N/A
"Google Ad, Google Analytic",Hourly: $15,N/A,"Google Analytics
Google Ads
Google Tag Manager
Campaign Reporting
Search Engine Marketing
Pay Per Click Advertising",N/A
Remote - Full-Stack Developer (Laravel + Angular) - Fulltime Contract,Hourly: $8-$10,N/A,"AngularJS
JavaScript
PHP
API
Angular
MVC Framework",N/A
"Go High Level and marketing expert (funnels, social media, etc.",Hourly: $30-$60,N/A,"Social Media Marketing
Instagram
Facebook
Marketing Strategy
Lead Generation
Content Writing
Internet Marketing
Facebook Advertising
SEO Content
SEO Backlinking",N/A
Design Ads,Hourly: $15-$49,N/A,"Graphic Design
Banner Ad Design
Facebook
Instagram
Adobe Photoshop
Social Media Imagery
Adobe Illustrator",N/A
SEO Expert With Next.js Experience,Hourly,N/A,"Technical SEO
JavaScript
Next.js
On-Page SEO
Computer Science",N/A
Quantitative Financial Analyst and Automated Algorithmic Trader,Hourly: $15-$125,N/A,"Python
Financial Analysis
Statistics
Financial Modeling
Mathematics
Quantitative Analysis
Financial Projection
Forecasting
Microsoft Excel
Data Science
Finance & Accounting
Valuation
Cash Flow Analysis
Algorithm Development
Data Analysis
Capital Markets",N/A
Shopify Developer,Fixed-price,N/A,"Shopify
Web Development
Shopify Templates
Shopify Theme
Web Design
Ecommerce Website Development
HTML
Ecommerce Website
CSS
JavaScript",N/A
Blog Writer,Hourly,N/A,"Blog Content
Blog Writing
Content Writing
Article Writing
SEO Writing
Article
English",N/A
Airtable Script Developer for to Create Feature Request Voting Tool,Hourly: $15-$30,N/A,"Scripting
JavaScript
Web Development
Airtable",N/A
Looking for Video Editor for YouTube NBA Channel,Hourly: $5-$50,N/A,"Video Editing
Video Post-Editing
Video Production",N/A
iOS & Android App Screenshot Designs for an App,Hourly,N/A,"High Fidelity Design
Mobile App
Mobile App Design
Figma
iOS
Android",N/A
Logo Animation and 3D Graphics Designer,Fixed-price,N/A,"3D Animation
Graphic Design
Adobe After Effects
Logo Design
Logo Animation",N/A
Chatter for a Fan engagement app / content sales,Hourly: $7-$10,N/A,"Chat & Messaging Software
In-App Subscription
Dating Website
Dating",N/A
SEO Specialist,Hourly: $10-$20,N/A,"SEO Keyword Research
Search Engine Optimization
SEO Backlinking
Google Analytics
On-Page SEO
Organic Traffic Growth
Marketing Audit
SEO Audit",N/A
"Google Ad, Google Analytic",Hourly: $15,N/A,"Google Analytics
Google Ads
Google Tag Manager
Campaign Reporting
Search Engine Marketing
Pay Per Click Advertising",N/A
